SR         obs  bkg   bkg_err  S95_obs  S95_exp  
SR-3l1b-A  2    1.9   0.4      4.3      4.2      
SR-3l1b-B  1    2.7   0.6      3.6      5.0      
SR-3l1b-C  3    2.0   0.3      5.3      4.4      
SR-1l4b-A  10   13.6  3.0      7.4      9.4      
SR-1l4b-B  28   29    5        14       15       
SR-1l4b-C  16   10.5  3.2      15.1     11.0     
